Superkingdom,Phylum,Class,Order,Family,Genus,Species_group,Species
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,Bacteroides ndongoniae
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter,Gordonibacter
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania,Holdemania massiliensis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium,Carnobacterium divergens
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Mesosutterella,Mesosutterella,Mesosutterella multiformis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium,[Clostridium] polysaccharolyticum
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,Amedibacillus,Amedibacillus
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus amylovorus
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium,Bifidobacterium scardovii
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces,Actinomyces naeslundii/viscosus
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella,Weissella hellenica
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces,Actinomyces
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia,Adlercreutzia
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus faecium/lactis
Bacteria <bacteria>,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,Victivallis,Victivallis
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Massilibacillus,Massilibacillus,Massilibacillus massiliensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor/Intestinimonas,Pseudoflavonifractor/Intestinimonas,Pseudoflavonifractor/Intestinimonas
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium neonatale
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus,Anaerococcus rubeinfantis
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus,Anaeroglobus
Bacteria <bacteria>,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Cloacibacillus,Cloacibacillus
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella,Eggerthella
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,Hungateiclostridium,Hungateiclostridium
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter,Mediterraneibacter massiliensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium phoceensis
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella,Gardnerella vaginalis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc,Leuconostoc lactis
Bacteria <bacteria>,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,Anaeroplasma,Anaeroplasma
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella,Prevotella oralis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,Paeniclostridium,Paeniclostridium
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia,Kosakonia arachidis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Clostridiaceae,Hungatella/Lacrimispora,Hungatella/Lacrimispora,Hungatella/Lacrimispora
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus melliventris
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus timonensis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus pontis
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces,Actinomyces oris
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella,Weissella cryptocerci
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium,Corynebacterium striatum
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,Lelliottia,Lelliottia nimipressuralis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Christensenella,Christensenella minuta
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Coriobacteriaceae,Coriobacteriaceae,Coriobacteriaceae
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiaceae,Clostridiaceae,Clostridiaceae
Bacteria <bacteria>,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma,Mycoplasma hominis
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus,Anaerococcus nagyae
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichia,Erysipelotrichia,Erysipelotrichia,Erysipelotrichia,Erysipelotrichia
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus,Streptococcus uberis
Bacteria <bacteria>,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Mailhella,Mailhella,Mailhella
Bacteria <bacteria>,Cyanobacteria,Cyanobacteria,Nostocales,Symphyonemataceae,Loriellopsis,Loriellopsis,Loriellopsis cavernicola
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bariatricus,Bariatricus,Bariatricus
Bacteria <bacteria>,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiales,Verrucomicrobiales,Verrucomicrobiales,Verrucomicrobiales
Bacteria <bacteria>,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia,Leptotrichia
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Butyricicoccus,Butyricicoccus,Butyricicoccus porcorum
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaeromassilibacillus,Anaeromassilibacillus,Anaeromassilibacillus senegalensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiales,Fenollaria,Fenollaria,Fenollaria
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium nigeriense/tertium
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,Anaerocolumna,Anaerocolumna aminovalerica
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Asaccharobacter,Asaccharobacter,Asaccharobacter
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus mediterraneensis
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Merdibacter,Merdibacter,Merdibacter massiliensis
Bacteria <bacteria>,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonadaceae,Selenomonadaceae,Selenomonadaceae
Bacteria <bacteria>,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Ochrobactrum,Ochrobactrum
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella,Klebsiella spallanzanii
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus,Paenibacillus
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus,Ruminococcus flavefaciens
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,Senegalimassilia,Senegalimassilia faecalis
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales/Coriobacteriales,Eggerthellaceae/Coriobacteriaceae,Eggerthellaceae/Coriobacteriaceae,Eggerthellaceae/Coriobacteriaceae,Eggerthellaceae/Coriobacteriaceae
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalicatena,Faecalicatena,Faecalicatena contorta
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia,Romboutsia
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium,Corynebacterium dentalis
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Paraeggerthella,Paraeggerthella,Paraeggerthella hongkongensis
Bacteria <bacteria>,Candidatus Saccharibacteria,Candidatus Saccharibacteria,Candidatus Saccharibacteria,Candidatus Saccharibacteria,Candidatus Saccharibacteria,Candidatus Saccharibacteria,Candidatus Saccharibacteria
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella,Buttiauxella,Buttiauxella agrestis/brennerae
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium,Corynebacterium frankenforstense
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia,Serratia fonticola
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Gleimia,Gleimia,Gleimia europaea
Bacteria <bacteria>,Spirochaetes <Spirochaetes>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema,Treponema
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <firmicutes>,Bacillus cereus group,Bacillus cereus group
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus vaccinostercus
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes,Alistipes finegoldii/onderdonkii
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas,Turicimonas,Turicimonas
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus durans/thailandicus
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium,Bifidobacterium catenulatum
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter,Achromobacter denitrificans/xylosoxidans
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium celatum/disporicum/saudiense
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus kullabergensis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter,Acinetobacter ursingii
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus,Haemophilus pittmaniae
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium sartagoforme/tertium
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus faecium
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinobacteria <high GC Gram+>,Actinobacteria <high GC Gram+>,Actinobacteria <high GC Gram+>,Actinobacteria <high GC Gram+>,Actinobacteria <high GC Gram+>
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae/Bacteroidaceae,Paraprevotella/Bacteroides,Paraprevotella/Bacteroides,Paraprevotella clara/Bacteroides rodentium
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella,Duncaniella
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Actinomycetaceae,Actinomycetaceae,Actinomycetaceae
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus <enterobacteria>,Proteus <enterobacteria>,Proteus penneri
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Micrococcales,Dermabacteraceae,Dermabacter,Dermabacter,Dermabacter
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides,Mycobacteroides
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter,Enterobacter
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,Pseudomonas aeruginosa group
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella,Prevotella lascolaii
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,Parabacteroides faecis
Bacteria <bacteria>,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma,Mycoplasma
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter,Cronobacter malonaticus
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella,Prevotella buccae
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella,Sutterella seckii
Bacteria <bacteria>,Lentisphaerae,Lentisphaerae,Lentisphaerae,Lentisphaerae,Lentisphaerae,Lentisphaerae,Lentisphaerae
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium,Corynebacterium jeikeium
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,Cellulosilyticum,Cellulosilyticum
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus panis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium,Carnobacterium maltaromaticum
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardovia,Scardovia
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Muribaculaceae,Candidatus Amulumruptor,Candidatus Amulumruptor,Candidatus Amulumruptor
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus buchneri
Bacteria <bacteria>,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus,Haemophilus
Bacteria <bacteria>,Firmicutes,Negativicutes,Negativicutes,Negativicutes,Negativicutes,Negativicutes,Negativicutes
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella,Veillonella parvula/tobetsuensis
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Fluviicola,Fluviicola
Bacteria <bacteria>,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales,Reyranella,Reyranella,Reyranella massiliensis
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Turicibacter,Turicibacter
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum,Varibaculum anthropi
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus crustorum/farciminis/nantensis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia,Kosakonia cowanii
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <firmicutes>,Bacillus <firmicutes>,Bacillus thermoamylovorans
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Murimonas,Murimonas,Murimonas
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus camelliae
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides,Clostridioides mangenotii
Bacteria <bacteria>,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas,Selenomonas artemidis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium amazonense/ihumii
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus apodemi/murinus
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Kineothrix,Kineothrix,Kineothrix
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus,Staphylococcus simulans
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Emergencia,Emergencia,Emergencia
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter/Enterobacter,Citrobacter freundii complex/Enterobacter cloacae complex,Citrobacter freundii complex/Enterobacter cloacae complex
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter,Odoribacter
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus fuchuensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium bornimense
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,Pluralibacter,Pluralibacter gergoviae
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Moellerella,Moellerella,Moellerella wisconsensis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter,Atlantibacter subterranea
Bacteria <bacteria>,Firmicutes/Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>/Clostridia,Clostridiales/Corynebacteriales,Corynebacteriaceae/Lachnospiraceae,Corynebacterium/Dorea,Corynebacterium/Dorea,Corynebacterium dentalis/Dorea phocaeensis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter/Leclercia,Enterobacter cloacae complex,Leclercia adecarboxylata
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium,Bifidobacterium pseudolongum
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,Salmonella enterica
Bacteria <bacteria>,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella/Ochrobactrum,Brucella/Ochrobactrum,Brucella/Ochrobactrum
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus,Streptococcus downei
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc,Leuconostoc pseudomesenteroides
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,Hungatella,Hungatella xylanolytica
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Enteroscipio,Enteroscipio,Enteroscipio
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia,Slackia exigua
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus avium/gallinarum
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas,Porphyromonas asaccharolytica
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella,Parasutterella
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella,Weissella
Bacteria <bacteria>,Firmicutes/Tenericutes,Mollicutes/Erysipelotrichia,Mollicutes/Erysipelotrichia,Mollicutes/Erysipelotrichia,Mollicutes/Erysipelotrichia,Mollicutes/Erysipelotrichia,Mollicutes/Erysipelotrichia
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Actinotignum,Actinotignum,Actinotignum sanguinis/schaalii
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae/Ruminococcaceae,Eubacteriaceae/Ruminococcaceae,Eubacteriaceae/Ruminococcaceae,Eubacteriaceae/Ruminococcaceae
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia,Kosakonia
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera,Kluyvera cryocrescens/intermedia
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella,Collinsella phocaeensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium subterminale/thiosulfatireducens
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii complex,Citrobacter murliniae
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia,[Clostridium] dakarense
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Betaproteobacteria,Betaproteobacteria,Betaproteobacteria,Betaproteobacteria
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus,Vagococcus
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium,Corynebacterium glucuronolyticum
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium thiosulfatireducens
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium,Bifidobacterium ramosum
Bacteria <bacteria>,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae,Rhodospirillaceae,Rhodospirillaceae
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Moellerella,Moellerella,Moellerella
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium carnis
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus,Anoxybacillus flavithermus/kestanbolensis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia,Serratia odorifera
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter,Acinetobacter junii
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter/Kluyvera,Citrobacter freundii complex,Kluyvera intermedia/Citrobacter gillenii
Bacteria <bacteria>,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio,Desulfovibrio intestinalis
Bacteria <bacteria>,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Ureaplasma,Ureaplasma urealyticum
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex,Acinetobacter baumannii
